??????????,Are you studying at Chiang Mai University,Have you ever play any online game in the last semester,Gender,Years,Type of game,Hours spend,FPS,Casino,PvE,MOBA, Battle Royale,RTS,MMO, Puzzle,Other,Competitive Action,Role / Progression,Causal / Chance,GType,Game_Type_Merged,ADA1,ADA2,ADA3,ADA4,ADA5,ADA6,ADA7,ADA8,ADA9,ADA10,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,GPA,Game Addiction Total,Game Addiction Level,CP Total,CP Level,,,
7/15/2024 14:48:27,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",4,1,0,1,1,0,0,0,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,0,4,4,3,4,4,4,4,4,4,3.89,5,Medium,35,High,,,
7/15/2024 14:49:10,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 5. Battle Royale Games",2,1,0,1,0,1,0,0,0,0,1,1,0,FPS,Competitive Action,1,1,1,0,1,1,1,1,0,0,4,4,4,4,3,4,4,4,4,3.87,7,High,35,High,,,
7/15/2024 14:49:51,??? (Yes),???? (Yes),Female,2,4. Multiplayer Online Battle Arena (MOBA) Games,1,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,1,0,0,0,5,5,5,4,4,3,5,5,5,2.54,2,Low,41,High,,,
7/15/2024 14:50:11,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 8. Puzzle",4,1,0,0,0,0,0,0,1,0,1,0,1,FPS,Competitive Action,1,0,0,0,1,1,1,1,0,0,5,4,5,5,3,4,4,4,4,3.86,5,Medium,38,High,,,
7/15/2024 14:51:21,??? (Yes),???? (Yes),Male,3,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,3.69,0,Low,45,High,,,
7/15/2024 14:54:39,??? (Yes),???? (Yes),Female,3,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,4,4,3,3,5,2,3,4,4,3.84,2,Low,32,Medium,,,
7/15/2024 14:55:11,??? (Yes),???? (Yes),Male,4,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,1,1,1,1,0,0,0,4,4,3,5,4,4,4,4,4,3.50,5,Medium,36,High,,,
7/15/2024 14:58:28,??? (Yes),???? (Yes),Male,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",1,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,0,1,1,1,0,1,1,4,3,2,4,3,2,4,3,4,3.61,6,Medium,29,Medium,,,
7/15/2024 15:04:28,??? (Yes),???? (Yes),Female,2,4. Multiplayer Online Battle Arena (MOBA) Games,5,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,0,1,1,0,0,0,1,5,4,3,4,3,3,3,3,3,2.90,5,Medium,31,Medium,,,
7/15/2024 15:04:35,??? (Yes),???? (Yes),Female,2,"6. Real-time Shooter Game (RTS), 8. Puzzle, 9. ????? (Other)",4,0,0,0,0,0,1,0,1,1,1,0,1,RTS,Competitive Action,1,0,0,0,0,1,0,0,0,0,5,3,3,3,3,4,4,4,3,3.25,2,Low,32,Medium,,,
7/15/2024 15:06:00,??? (Yes),???? (Yes),Female,3,"8. Puzzle, 9. ????? (Other)",1,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,0,0,1,0,0,1,0,0,0,0,2,3,1,2,3,2,2,3,2,3.00,2,Low,20,Low,,,
7/15/2024 15:06:06,??? (Yes),???? (Yes),Female,2,1. First-Person Shooter Game (FPS),4,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,1,1,0,1,1,1,1,1,1,3,4,3,4,3,5,3,4,3,3.50,9,High,32,Medium,,,
7/15/2024 15:07:39,??? (Yes),???? (Yes),LGBTQ+,2,1. First-Person Shooter Game (FPS),5,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,1,1,0,1,1,1,1,1,1,5,3,1,4,3,1,4,4,3,3.79,9,High,28,Medium,,,
7/15/2024 15:08:32,??? (Yes),???? (Yes),Female,1,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,5,4,5,4,4,4,5,5,5,3.84,1,Low,41,High,,,
7/15/2024 15:12:04,??? (Yes),???? (Yes),LGBTQ+,2,"3. Player versus Environment (PvE), 8. Puzzle, 9. ????? (Other)",1,0,0,1,0,0,0,0,1,1,0,1,1,PvE,Role / Progression,0,0,0,0,0,1,0,0,1,1,5,4,5,5,3,4,5,4,5,4.00,3,Low,40,High,,,
7/15/2024 15:12:08,??? (Yes),???? (Yes),Female,2,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,1,1,0,0,1,0,5,5,4,4,3,3,4,5,4,3.54,3,Low,37,High,,,
7/15/2024 15:13:18,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",4,1,0,0,1,1,0,1,0,0,1,1,0,FPS,Competitive Action,0,0,1,0,0,0,0,0,0,0,5,5,4,4,3,3,3,3,3,3.23,1,Low,33,Medium,,,
7/15/2024 15:13:39,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 9. ????? (Other)",4,1,0,0,1,1,0,0,0,1,1,0,1,FPS,Competitive Action,0,0,1,0,1,1,1,0,0,1,4,4,4,5,3,3,3,4,3,3.81,5,Medium,33,Medium,,,
7/15/2024 15:14:01,??? (Yes),???? (Yes),Female,1,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,1,1,0,1,1,1,0,0,1,4,3,3,3,3,3,3,4,3,3.00,6,Medium,29,Medium,,,
7/15/2024 15:15:06,??? (Yes),???? (Yes),Female,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",4,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,1,0,1,0,0,1,0,0,0,1,5,5,4,5,4,4,5,5,5,3.38,4,Medium,42,High,,,
7/15/2024 15:16:35,??? (Yes),???? (Yes),Female,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",3,0,0,0,1,0,0,1,0,0,1,1,0,MOBA,Competitive Action,0,0,0,0,1,1,0,1,0,0,5,4,3,5,4,5,4,5,4,3.72,3,Low,39,High,,,
7/15/2024 15:17:09,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 9. ????? (Other)",1,1,0,0,0,0,0,0,0,1,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,0,0,0,0,4,5,3,5,3,5,5,4,3,3.40,4,Medium,37,High,,,
7/15/2024 15:17:27,??? (Yes),???? (Yes),Female,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",2,0,0,0,1,0,0,0,0,1,1,0,1,MOBA,Competitive Action,1,0,1,0,1,1,1,0,0,0,4,3,3,3,4,2,4,4,3,3.00,5,Medium,30,Medium,,,
7/15/2024 15:17:36,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",1,1,0,0,1,0,0,0,0,1,1,0,1,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,3,5,5,3,5,5,4,5,3.50,1,Low,40,High,,,
7/15/2024 15:17:52,??? (Yes),???? (Yes),Female,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",2,0,0,0,1,0,0,1,1,0,1,1,1,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,4,4,4,3,4,3,3,4,3,3.02,1,Low,32,Medium,,,
7/15/2024 15:20:44,??? (Yes),???? (Yes),Female,2,"8. Puzzle, 9. ????? (Other)",1,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,1,0,0,0,0,1,0,0,0,1,4,4,3,5,5,4,4,4,4,4.00,3,Low,37,High,,,
7/15/2024 15:21:31,??? (Yes),???? (Yes),Female,2,8. Puzzle,2,0,0,0,0,0,0,0,1,0,0,0,1,Puzzle,Causal / Chance,1,0,0,0,1,1,1,0,0,0,5,5,4,5,5,4,5,5,5,3.77,4,Medium,43,High,,,
7/15/2024 15:22:08,??? (Yes),???? (Yes),Female,2,"1. First-Person Shooter Game (FPS), 9. ????? (Other)",2,1,0,0,0,0,0,0,0,1,1,0,1,FPS,Competitive Action,0,0,0,0,0,1,1,0,0,0,5,4,4,5,4,3,4,5,5,3.60,2,Low,39,High,,,
7/15/2024 15:26:18,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 8. Puzzle",4,0,0,1,0,0,0,0,1,0,0,1,1,PvE,Role / Progression,0,0,1,0,1,1,0,0,1,0,5,5,4,4,3,3,4,3,3,3.54,4,Medium,34,High,,,
7/15/2024 15:27:30,??? (Yes),???? (Yes),Female,2,2. Online Casino Games,2,0,1,0,0,0,0,0,0,0,0,0,1,Casino,Causal / Chance,1,0,1,0,1,1,0,0,0,0,4,3,2,4,3,4,4,4,4,3.56,4,Medium,32,Medium,,,
7/15/2024 15:27:35,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",2,1,0,0,1,0,0,0,0,1,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,1,1,1,1,3,3,4,2,1,3,2,2,3,1.98,8,High,23,Medium,,,
7/15/2024 15:28:42,??? (Yes),???? (Yes),Male,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",4,0,0,0,1,0,0,0,0,1,1,0,1,MOBA,Competitive Action,1,0,1,1,0,0,0,0,0,1,1,2,1,3,3,4,4,5,3,2.01,4,Medium,26,Medium,,,
7/15/2024 15:32:35,??? (Yes),???? (Yes),Male,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 9. ????? (Other)",4,0,0,0,1,0,0,1,0,1,1,1,1,MOBA,Competitive Action,1,0,1,0,1,1,1,0,0,1,5,3,1,4,1,2,3,3,3,2.15,6,Medium,25,Medium,,,
7/15/2024 15:51:51,??? (Yes),???? (Yes),Female,1,5. Battle Royale Games,3,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,1,0,1,0,1,1,0,0,0,1,5,3,2,5,3,5,3,4,4,3.69,5,Medium,34,High,,,
7/15/2024 16:02:28,??? (Yes),???? (Yes),Male,1,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,4.00,1,Low,45,High,,,
7/15/2024 16:18:34,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",2,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,0,1,0,0,1,1,5,4,2,5,3,5,3,4,4,3.15,4,Medium,35,High,,,
7/15/2024 16:19:33,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",3,1,0,0,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,1,1,0,1,1,0,1,1,1,5,3,5,2,3,3,5,3,3,3.50,8,High,32,Medium,,,
7/15/2024 16:21:15,??? (Yes),???? (Yes),Female,1,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,4,5,5,5,5,5,5,4,5,3.14,1,Low,43,High,,,
7/15/2024 16:21:38,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,0,0,1,0,0,0,0,3,4,4,4,3,3,4,5,4,3.81,3,Low,34,High,,,
7/15/2024 16:22:04,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",2,1,0,0,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,0,0,1,0,1,1,0,0,0,0,3,3,3,3,4,4,3,3,3,3.99,3,Low,29,Medium,,,
7/15/2024 16:22:22,??? (Yes),???? (Yes),Female,2,"8. Puzzle, 9. ????? (Other)",1,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,0,0,0,0,0,1,1,0,0,0,3,4,5,5,2,1,4,5,4,3.33,2,Low,33,Medium,,,
7/15/2024 16:23:09,??? (Yes),???? (Yes),Male,2,"3. Player versus Environment (PvE), 9. ????? (Other)",3,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,1,0,0,0,0,1,1,0,0,0,5,3,3,4,3,4,3,4,3,2.96,3,Low,32,Medium,,,
7/15/2024 16:23:54,??? (Yes),???? (Yes),LGBTQ+,1,"2. Online Casino Games, 6. Real-time Shooter Game (RTS), 8. Puzzle",5,0,1,0,0,0,1,0,1,0,1,0,1,Casino,Causal / Chance,0,1,1,1,1,1,1,0,1,1,3,5,3,4,3,2,2,5,5,3.31,8,High,32,Medium,,,
7/15/2024 16:23:59,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 8. Puzzle",4,1,0,0,0,0,0,0,1,0,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,0,5,4,3,3,3,4,3,3,3,3.65,5,Medium,31,Medium,,,
7/15/2024 16:24:14,??? (Yes),???? (Yes),Female,3,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,0,1,0,0,0,0,5,3,3,4,4,4,3,4,3,2.85,2,Low,33,Medium,,,
7/15/2024 16:24:18,??? (Yes),???? (Yes),LGBTQ+,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",3,1,0,0,1,0,0,1,1,0,1,1,1,FPS,Competitive Action,0,0,1,0,1,1,0,0,0,0,5,4,3,4,4,5,4,4,3,3.89,3,Low,36,High,,,
7/15/2024 16:24:49,??? (Yes),???? (Yes),LGBTQ+,1,"2. Online Casino Games, 8. Puzzle",3,0,1,0,0,0,0,0,1,0,0,0,1,Casino,Causal / Chance,1,0,0,0,0,1,0,0,0,0,5,3,3,5,5,2,4,5,4,3.98,2,Low,36,High,,,
7/15/2024 16:24:54,??? (Yes),???? (Yes),Female,3,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,0,1,0,0,0,0,5,3,2,5,4,2,3,4,4,3.92,2,Low,32,Medium,,,
7/15/2024 16:25:03,??? (Yes),???? (Yes),LGBTQ+,3,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,1,0,1,0,0,0,0,5,3,2,5,4,2,5,5,4,3.12,3,Low,35,High,,,
7/15/2024 16:25:57,??? (Yes),???? (Yes),LGBTQ+,1,"8. Puzzle, 9. ????? (Other)",5,0,0,0,0,0,0,0,1,1,0,0,1,Puzzle,Causal / Chance,1,0,1,0,0,1,0,0,0,1,5,4,3,5,3,5,4,5,4,3.72,4,Medium,38,High,,,
7/15/2024 16:26:16,??? (Yes),???? (Yes),Female,1,"6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",3,0,0,0,0,0,1,1,1,0,1,1,1,RTS,Competitive Action,1,0,1,0,1,0,0,1,0,0,5,4,4,4,4,4,5,5,4,3.80,4,Medium,39,High,,,
7/15/2024 16:27:00,??? (Yes),???? (Yes),Female,1,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,0,0,1,1,1,0,0,0,5,4,3,3,3,5,4,5,4,3.72,4,Medium,36,High,,,
7/15/2024 16:29:38,??? (Yes),???? (Yes),Female,1,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,1,1,0,0,1,0,1,0,0,4,3,3,4,3,2,4,3,3,3.65,4,Medium,29,Medium,,,
7/15/2024 16:32:47,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,1,1,1,0,0,1,3,3,3,3,3,3,3,4,4,3.15,5,Medium,29,Medium,,,
7/15/2024 16:36:27,??? (Yes),???? (Yes),Female,1,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,0,0,0,0,0,0,0,1,5,3,5,4,4,3,4,5,4,3.81,2,Low,37,High,,,
7/15/2024 16:36:49,??? (Yes),???? (Yes),Male,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,1,1,0,1,1,1,1,1,0,0,5,5,5,4,5,5,5,5,5,3.75,7,High,44,High,,,
7/15/2024 16:43:13,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games",5,1,0,1,1,1,1,1,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,0,1,0,0,0,0,5,5,5,5,5,5,5,5,5,3.88,3,Low,45,High,,,
7/15/2024 16:47:03,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle, 9. ????? (Other)",3,1,0,0,1,0,0,0,1,1,1,0,1,FPS,Competitive Action,0,0,1,1,1,1,1,0,0,1,4,4,3,3,2,3,4,4,3,3.82,6,Medium,30,Medium,,,
7/15/2024 16:47:11,??? (Yes),???? (Yes),Female,3,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,1,0,0,0,0,4,4,3,4,4,4,4,4,4,3.10,3,Low,35,High,,,
7/15/2024 16:47:43,??? (Yes),???? (Yes),Female,1,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,1,0,1,0,1,0,0,0,5,5,4,4,3,4,3,4,4,3.94,4,Medium,36,High,,,
7/15/2024 16:48:21,??? (Yes),???? (Yes),Male,3,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,1,1,0,1,1,0,5,3,2,4,4,1,3,2,3,2.81,4,Medium,27,Medium,,,
7/15/2024 16:48:29,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",4,1,0,0,1,1,0,0,1,0,1,0,1,FPS,Competitive Action,1,0,1,0,1,1,1,0,1,0,3,5,3,3,2,4,4,4,3,3.74,6,Medium,31,Medium,,,
7/15/2024 16:49:00,??? (Yes),???? (Yes),Female,1,1. First-Person Shooter Game (FPS),4,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,1,1,1,0,0,1,5,3,4,5,4,4,5,5,5,3.85,5,Medium,40,High,,,
7/15/2024 16:49:17,??? (Yes),???? (Yes),Female,1,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,4,3,3,5,3,4,5,5,5,3.89,1,Low,37,High,,,
7/15/2024 16:49:24,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",5,1,0,1,1,1,1,1,1,1,1,1,1,FPS,Competitive Action,1,0,1,0,0,1,0,0,0,0,5,5,4,4,4,2,5,4,5,3.54,3,Low,38,High,,,
7/15/2024 16:50:08,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",3,1,1,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,1,1,1,0,1,1,1,0,0,5,5,5,5,5,5,5,5,5,3.74,7,High,45,High,,,
7/15/2024 16:50:55,??? (Yes),???? (Yes),Female,1,"3. Player versus Environment (PvE), 6. Real-time Shooter Game (RTS), 8. Puzzle, 9. ????? (Other)",1,0,0,1,0,0,1,0,1,1,1,1,1,PvE,Role / Progression,1,0,1,0,1,0,0,0,1,0,2,5,2,5,4,3,3,2,4,3.44,4,Medium,30,Medium,,,
7/15/2024 16:51:13,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle, 9. ????? (Other)",2,0,0,0,1,0,0,0,1,1,1,0,1,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,4,4,5,4,4,4,4,4,3.87,1,Low,38,High,,,
7/15/2024 16:53:08,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games",5,1,0,1,1,1,1,1,0,0,1,1,0,FPS,Competitive Action,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,4,3,5,5,3.38,0,Low,40,High,,,
7/15/2024 16:53:30,??? (Yes),???? (Yes),Female,1,9. ????? (Other),3,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,1,1,0,0,0,5,4,4,5,4,3,4,5,4,3.80,4,Medium,38,High,,,
7/15/2024 16:54:00,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,0,1,0,0,0,0,1,4,4,4,4,4,4,4,4,4,3.97,4,Medium,36,High,,,
7/15/2024 16:54:04,??? (Yes),???? (Yes),Male,1,5. Battle Royale Games,3,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,1,0,1,1,1,0,1,0,5,4,3,3,3,3,3,2,3,3.60,5,Medium,29,Medium,,,
7/15/2024 16:54:16,??? (Yes),???? (Yes),Female,1,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,1,1,0,1,1,0,1,0,1,4,5,3,3,4,3,5,5,4,3.50,6,Medium,36,High,,,
7/15/2024 16:54:43,??? (Yes),???? (Yes),LGBTQ+,1,2. Online Casino Games,4,0,1,0,0,0,0,0,0,0,0,0,1,Casino,Causal / Chance,1,1,1,0,1,1,0,1,0,0,4,4,5,5,3,2,4,3,4,3.89,6,Medium,34,High,,,
7/15/2024 16:54:52,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,0,0,0,0,0,5,4,3,4,2,3,4,4,3,3.99,1,Low,32,Medium,,,
7/15/2024 16:57:01,??? (Yes),???? (Yes),LGBTQ+,1,5. Battle Royale Games,3,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,0,0,0,1,0,0,0,0,4,4,4,5,3,3,4,5,3,3.79,1,Low,35,High,,,
7/15/2024 16:57:11,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,4,4,4,5,3,3,4,5,3,3.80,1,Low,35,High,,,
7/15/2024 16:57:35,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",2,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,4,3,3,5,3,3,4,3,4,3.33,1,Low,32,Medium,,,
7/15/2024 16:58:10,??? (Yes),???? (Yes),Female,1,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,1,0,1,0,5,4,4,3,2,4,4,4,3,3.87,4,Medium,33,Medium,,,
7/15/2024 16:58:31,??? (Yes),???? (Yes),Female,1,"2. Online Casino Games, 4. Multiplayer Online Battle Arena (MOBA) Games",3,0,1,0,1,0,0,0,0,0,1,0,1,Casino,Causal / Chance,1,0,0,0,0,0,1,0,0,0,5,4,4,4,3,4,4,4,4,3.40,2,Low,36,High,,,
7/15/2024 17:00:29,??? (Yes),???? (Yes),Female,2,"3. Player versus Environment (PvE), 8. Puzzle, 9. ????? (Other)",4,0,0,1,0,0,0,0,1,1,0,1,1,PvE,Role / Progression,1,0,0,0,1,1,1,0,0,1,5,4,2,5,5,4,5,4,3,3.36,5,Medium,37,High,,,
7/15/2024 17:00:47,??? (Yes),???? (Yes),Female,1,1. First-Person Shooter Game (FPS),4,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,1,1,1,0,0,1,5,4,4,4,3,3,4,5,4,3.83,5,Medium,36,High,,,
7/15/2024 17:05:17,??? (Yes),???? (Yes),Female,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle, 9. ????? (Other)",4,1,0,0,1,1,0,0,1,1,1,0,1,FPS,Competitive Action,1,0,0,0,0,1,1,0,0,0,3,3,2,5,3,4,5,4,4,3.66,3,Low,33,Medium,,,
7/15/2024 17:06:43,??? (Yes),???? (Yes),Male,2,1. First-Person Shooter Game (FPS),1,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,1,0,0,0,0,0,2,2,2,3,2,1,3,4,3,2.00,2,Low,22,Medium,,,
7/15/2024 17:07:33,??? (Yes),???? (Yes),LGBTQ+,3,"1. First-Person Shooter Game (FPS), 2. Online Casino Games",4,1,1,0,0,0,0,0,0,0,1,0,1,FPS,Competitive Action,1,0,0,0,0,1,1,0,0,0,4,5,4,4,2,3,3,4,4,3.92,3,Low,33,Medium,,,
7/15/2024 17:08:32,??? (Yes),???? (Yes),Female,4,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,1,0,0,1,1,0,0,0,0,4,3,4,5,4,3,4,5,3,2.37,4,Medium,35,High,,,
