??????????,Are you studying at Chiang Mai University,Have you ever play any online game in the last semester,Gender,Years,Type of game,Hours spend,FPS,Casino,PvE,MOBA, Battle Royale,RTS,MMO, Puzzle,Other,Competitive Action,Role / Progression,Causal / Chance,GType,Game_Type_Merged,ADA1,ADA2,ADA3,ADA4,ADA5,ADA6,ADA7,ADA8,ADA9,ADA10,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,GPA,Game Addiction Total,Game Addiction Level,CP Total,CP Level,,,
7/14/2024 19:53:37,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games, 9. ????? (Other)",3,1,0,0,0,1,0,0,0,1,1,0,1,FPS,Competitive Action,0,0,0,0,1,1,0,0,1,0,5,4,4,4,4,4,5,5,4,3.28,3,Low,39,High,,,
7/14/2024 19:53:50,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",2,1,1,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,4,5,5,4,4,4,4,4,3.98,1,Low,39,High,,,
7/14/2024 19:53:55,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",5,1,0,0,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,0,0,1,0,0,1,1,0,1,1,5,5,4,4,3,3,4,4,4,3.14,5,Medium,36,High,,,
7/14/2024 19:54:07,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",2,1,0,1,1,1,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,0,0,0,1,1,0,0,0,4,4,3,5,4,4,4,4,5,3.29,3,Low,37,High,,,
7/14/2024 19:54:21,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",4,1,0,0,1,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,4,4,3.83,1,Low,36,High,,,
7/14/2024 19:54:48,??? (Yes),???? (Yes),Male,1,"2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 6. Real-time Shooter Game (RTS)",2,0,1,1,1,0,1,0,0,0,1,1,1,Casino,Causal / Chance,1,0,1,0,1,1,0,0,0,0,3,3,2,4,3,3,2,3,4,2.87,4,Medium,27,Medium,,,
7/14/2024 19:55:13,??? (Yes),???? (Yes),Male,1,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,1,1,1,1,0,0,0,5,5,5,5,5,5,5,5,5,3.77,5,Medium,45,High,,,
7/14/2024 19:55:44,??? (Yes),???? (Yes),Male,3,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,0,1,1,1,0,0,1,4,3,3,5,3,4,3,4,3,2.54,6,Medium,32,Medium,,,
7/14/2024 19:56:16,??? (Yes),???? (Yes),Male,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 8. Puzzle",4,0,0,0,1,1,0,0,1,0,1,0,1,MOBA,Competitive Action,1,0,1,0,1,1,0,0,0,0,4,4,4,3,3,5,3,3,3,4.00,4,Medium,32,Medium,,,
7/14/2024 19:56:16,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",4,0,0,1,1,0,0,0,0,0,1,1,0,PvE,Role / Progression,0,0,1,0,0,1,0,0,0,0,4,2,3,4,3,2,3,3,3,3.96,2,Low,27,Medium,,,
7/14/2024 19:58:18,??? (Yes),???? (Yes),LGBTQ+,4,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",5,0,0,1,1,0,0,1,1,1,1,1,1,PvE,Role / Progression,1,0,1,0,1,1,0,0,0,1,5,5,4,3,4,2,5,4,2,2.06,5,Medium,34,High,,,
7/14/2024 20:01:44,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games",3,1,0,0,1,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,0,1,0,0,0,3,5,3,3,2,3,3,4,3,3.19,1,Low,29,Medium,,,
7/14/2024 20:02:40,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games",5,1,0,1,1,0,0,0,0,0,1,1,0,FPS,Competitive Action,1,1,1,0,1,1,0,0,1,1,5,5,3,3,4,4,5,4,4,3.40,7,High,37,High,,,
7/14/2024 22:57:15,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 9. ????? (Other)",3,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,1,0,1,0,1,1,1,0,0,1,4,3,2,3,2,2,4,2,3,3.95,6,Medium,25,Medium,,,
7/15/2024 11:42:07,??? (Yes),???? (Yes),Male,1,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,1,0,0,0,5,4,3,5,3,4,5,5,4,3.21,2,Low,38,High,,,
7/15/2024 11:42:32,??? (Yes),???? (Yes),Male,3,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS)",2,1,0,1,1,1,1,0,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,0,1,0,0,0,0,5,5,5,4,4,5,4,4,3,3.13,3,Low,39,High,,,
7/15/2024 11:42:38,??? (Yes),???? (Yes),Female,3,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,1,0,0,0,0,4,4,4,2,3,2,3,4,3,2.20,3,Low,29,Medium,,,
7/15/2024 11:43:19,??? (Yes),???? (Yes),Male,3,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,0,0,1,1,0,0,1,1,0,1,1,1,PvE,Role / Progression,1,0,1,0,1,0,0,0,1,1,3,3,3,2,2,5,2,3,2,3.10,5,Medium,25,Medium,,,
7/15/2024 11:43:20,??? (Yes),???? (Yes),Female,2,"3. Player versus Environment (PvE), 9. ????? (Other)",3,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,1,0,0,0,1,1,0,0,0,0,5,5,4,5,4,5,5,5,4,3.61,3,Low,42,High,,,
7/15/2024 11:45:32,??? (Yes),???? (Yes),Female,3,5. Battle Royale Games,3,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,1,1,1,0,0,1,0,0,0,1,4,3,4,5,2,2,3,2,2,2.31,5,Medium,27,Medium,,,
7/15/2024 11:46:42,??? (Yes),???? (Yes),Female,1,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,1,1,1,1,1,1,1,1,1,5,3,3,4,4,2,5,3,3,3.25,10,High,32,Medium,,,
7/15/2024 11:46:43,??? (Yes),???? (Yes),Male,3,5. Battle Royale Games,2,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,1,1,0,0,1,0,0,0,1,4,3,3,4,2,5,3,3,2,2.75,4,Medium,29,Medium,,,
7/15/2024 11:48:28,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,1,1,1,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,1,1,1,0,0,0,1,4,3,3,4,3,3,5,4,4,3.14,6,Medium,33,Medium,,,
7/15/2024 11:48:56,??? (Yes),???? (Yes),LGBTQ+,2,"3. Player versus Environment (PvE), 5. Battle Royale Games, 8. Puzzle",1,0,0,1,0,1,0,0,1,0,1,1,1,PvE,Role / Progression,1,0,1,0,0,0,0,0,0,0,5,5,4,5,4,4,4,4,4,2.55,2,Low,39,High,,,
7/15/2024 11:49:02,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games",1,1,0,0,0,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,0,1,0,0,0,0,1,3,1,5,3,4,4,4,3,2.67,2,Low,28,Medium,,,
7/15/2024 11:49:36,??? (Yes),???? (Yes),Female,4,"1. First-Person Shooter Game (FPS), 2. Online Casino Games",2,1,1,0,0,0,0,0,0,0,1,0,1,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,4,4,4,5,3,3,3,4,3,2.34,1,Low,33,Medium,,,
7/15/2024 11:50:13,??? (Yes),???? (Yes),Male,2,4. Multiplayer Online Battle Arena (MOBA) Games,1,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,0,1,0,0,0,0,5,5,4,4,4,4,5,4,3,2.33,2,Low,38,High,,,
7/15/2024 11:50:50,??? (Yes),???? (Yes),LGBTQ+,2,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,0,0,0,0,0,5,5,5,3,4,5,5,5,5,4.00,0,Low,42,High,,,
7/15/2024 11:50:53,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",3,1,1,0,1,1,0,0,0,0,1,0,1,FPS,Competitive Action,1,0,0,0,0,1,1,0,0,0,4,5,5,3,2,3,3,4,3,3.01,3,Low,32,Medium,,,
7/15/2024 11:51:02,??? (Yes),???? (Yes),LGBTQ+,4,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,0,1,0,1,1,1,0,0,0,3,3,2,4,3,3,3,4,3,2.71,5,Medium,28,Medium,,,
7/15/2024 11:51:44,??? (Yes),???? (Yes),Male,2,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4.00,10,High,45,High,,,
7/15/2024 11:52:03,??? (Yes),???? (Yes),Male,1,5. Battle Royale Games,2,0,0,0,0,1,0,0,0,0,1,0,0,Battle Royale,Causal / Chance,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,5,4,4,4,3.88,0,Low,37,High,,,
7/15/2024 11:52:53,??? (Yes),???? (Yes),Female,2,"2. Online Casino Games, 8. Puzzle",1,0,1,0,0,0,0,0,1,0,0,0,1,Casino,Causal / Chance,0,0,0,0,0,1,0,0,0,0,5,5,4,4,5,5,5,5,5,3.57,1,Low,43,High,,,
7/15/2024 11:53:09,??? (Yes),???? (Yes),LGBTQ+,2,4. Multiplayer Online Battle Arena (MOBA) Games,1,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,1,1,0,1,0,0,5,5,5,5,5,3,4,5,4,3.04,3,Low,41,High,,,
7/15/2024 11:56:15,??? (Yes),???? (Yes),LGBTQ+,2,4. Multiplayer Online Battle Arena (MOBA) Games,1,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,5,4,5,4,2,5,4,5,3.47,1,Low,39,High,,,
7/15/2024 11:56:38,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,1,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,0,0,0,1,1,1,0,0,1,5,4,3,5,3,5,4,4,3,3.70,5,Medium,36,High,,,
7/15/2024 11:56:45,??? (Yes),???? (Yes),Female,1,9. ????? (Other),4,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,1,1,0,1,1,0,0,0,0,3,3,3,4,4,2,2,2,3,3.54,5,Medium,26,Medium,,,
7/15/2024 11:56:50,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 9. ????? (Other)",4,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,1,0,0,0,1,1,0,0,0,1,5,3,4,5,4,4,4,3,4,3.95,4,Medium,36,High,,,
7/15/2024 11:56:58,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,0,1,1,1,0,1,1,0,1,1,1,FPS,Competitive Action,1,0,0,0,1,1,0,0,0,1,5,4,2,5,3,3,4,3,4,3.49,4,Medium,33,Medium,,,
7/15/2024 11:58:03,??? (Yes),???? (Yes),LGBTQ+,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",4,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,0,0,1,0,0,1,0,0,0,1,5,4,4,5,4,5,3,5,4,3.96,3,Low,39,High,,,
7/15/2024 11:58:29,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 9. ????? (Other)",4,0,0,1,1,0,0,1,0,1,1,1,1,PvE,Role / Progression,1,0,1,0,0,1,0,0,0,0,5,3,2,5,3,2,3,3,3,3.81,3,Low,29,Medium,,,
7/15/2024 11:58:46,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 5. Battle Royale Games",2,1,0,0,0,1,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,1,1,0,0,1,0,5,4,3,4,4,4,4,3,4,3.92,4,Medium,35,High,,,
7/15/2024 12:01:35,??? (Yes),???? (Yes),Male,1,"3. Player versus Environment (PvE), 8. Puzzle, 9. ????? (Other)",4,0,0,1,0,0,0,0,1,1,0,1,1,PvE,Role / Progression,0,0,1,0,1,1,0,0,1,1,4,4,3,1,3,2,3,3,3,3.64,5,Medium,26,Medium,,,
7/15/2024 12:03:20,??? (Yes),???? (Yes),Male,4,"2. Online Casino Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS)",5,0,1,0,0,1,1,0,0,0,1,0,1,Casino,Causal / Chance,1,0,0,0,0,1,0,0,0,0,5,5,4,4,3,5,5,5,5,3.36,2,Low,41,High,,,
7/15/2024 12:04:01,??? (Yes),???? (Yes),Female,3,"1. First-Person Shooter Game (FPS), 2. Online Casino Games",3,1,1,0,0,0,0,0,0,0,1,0,1,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,5,5,4,4,4,3,3,4,2.17,1,Low,37,High,,,
7/15/2024 12:04:06,??? (Yes),???? (Yes),LGBTQ+,3,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,4,4,5,4,4,4,4,5,4.00,1,Low,39,High,,,
7/15/2024 12:04:13,??? (Yes),???? (Yes),LGBTQ+,4,4. Multiplayer Online Battle Arena (MOBA) Games,2,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,0,1,1,0,0,0,5,4,5,5,4,4,4,4,5,3.93,3,Low,40,High,,,
7/15/2024 12:04:20,??? (Yes),???? (Yes),Female,4,9. ????? (Other),4,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,0,0,1,1,0,0,0,0,5,3,3,4,4,3,4,4,4,3.79,3,Low,34,High,,,
7/15/2024 12:04:58,??? (Yes),???? (Yes),Female,4,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,0,0,0,0,5,4,4,4,3,4,5,5,4,3.00,1,Low,38,High,,,
7/15/2024 12:05:29,??? (Yes),???? (Yes),Female,3,"3. Player versus Environment (PvE), 9. ????? (Other)",2,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,4,5,4,4.00,0,Low,34,High,,,
7/15/2024 12:05:41,??? (Yes),???? (Yes),LGBTQ+,3,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,5,5,4,5,4,4,4,4,4,3.42,1,Low,39,High,,,
7/15/2024 12:06:04,??? (Yes),???? (Yes),Male,3,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,1,0,1,1,0,0,0,0,5,4,4,4,4,3,4,4,4,3.40,3,Low,36,High,,,
7/15/2024 12:06:46,??? (Yes),???? (Yes),Female,4,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle, 9. ????? (Other)",4,0,0,0,1,0,0,0,1,1,1,0,1,MOBA,Competitive Action,0,0,0,0,1,1,0,0,0,0,4,3,3,5,3,4,4,4,4,3.57,2,Low,34,High,,,
7/15/2024 12:07:26,??? (Yes),???? (Yes),Male,3,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,1,0,1,0,1,1,0,0,1,0,5,4,2,5,3,2,3,3,4,3.67,5,Medium,31,Medium,,,
7/15/2024 12:08:50,??? (Yes),???? (Yes),Male,2,4. Multiplayer Online Battle Arena (MOBA) Games,3,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,1,0,1,0,0,0,1,5,3,1,5,3,1,3,5,3,3.00,4,Medium,29,Medium,,,
7/15/2024 12:17:27,??? (Yes),???? (Yes),Male,3,1. First-Person Shooter Game (FPS),5,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,1,0,1,1,0,0,0,1,5,3,2,5,3,1,2,2,2,2.35,5,Medium,25,Medium,,,
7/15/2024 12:21:05,??? (Yes),???? (Yes),Female,2,9. ????? (Other),1,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,0,0,0,0,0,1,0,0,0,0,5,3,2,5,4,3,4,4,4,3.10,1,Low,34,High,,,
7/15/2024 12:22:38,??? (Yes),???? (Yes),Female,3,"4. Multiplayer Online Battle Arena (MOBA) Games, 9. ????? (Other)",3,0,0,0,1,0,0,0,0,1,1,0,1,MOBA,Competitive Action,1,0,1,0,0,1,0,0,0,0,4,4,3,4,3,3,4,4,3,3.00,3,Low,32,Medium,,,
7/15/2024 12:23:37,??? (Yes),???? (Yes),LGBTQ+,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",3,0,0,0,1,0,0,1,1,0,1,1,1,MOBA,Competitive Action,1,0,1,0,1,1,0,0,0,0,4,4,3,4,3,4,3,4,4,3.81,4,Medium,33,Medium,,,
7/15/2024 12:23:46,??? (Yes),???? (Yes),Male,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games",3,0,0,0,1,1,0,1,0,0,1,1,0,MOBA,Competitive Action,1,0,1,0,1,1,1,0,1,1,2,2,2,4,3,3,3,3,3,3.29,7,High,25,Medium,,,
7/15/2024 12:26:16,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",4,1,0,1,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,0,1,0,0,1,0,0,0,0,4,3,2,4,3,4,4,5,4,3.34,3,Low,33,Medium,,,
7/15/2024 12:27:00,??? (Yes),???? (Yes),Female,2,9. ????? (Other),2,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,1,0,1,1,0,0,0,0,4,4,3,5,4,2,5,4,4,2.51,4,Medium,35,High,,,
7/15/2024 12:27:07,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",4,1,0,1,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,0,1,1,1,1,0,0,0,0,5,3,4,5,4,4,4,4,4,3.41,5,Medium,37,High,,,
7/15/2024 12:27:43,??? (Yes),???? (Yes),Male,2,4. Multiplayer Online Battle Arena (MOBA) Games,4,0,0,0,1,0,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3.16,2,Low,27,Medium,,,
7/15/2024 12:28:47,??? (Yes),???? (Yes),Male,2,"3. Player versus Environment (PvE), 9. ????? (Other)",4,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,1,0,0,0,0,1,0,0,0,0,5,3,2,4,3,4,4,3,3,2.71,2,Low,31,Medium,,,
7/15/2024 12:28:48,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS)",2,1,0,0,1,1,1,0,0,0,1,0,0,FPS,Competitive Action,0,0,0,0,1,1,1,0,0,0,4,4,4,4,4,4,3,5,4,3.08,3,Low,36,High,,,
7/15/2024 12:29:01,??? (Yes),???? (Yes),LGBTQ+,4,"3. Player versus Environment (PvE), 6. Real-time Shooter Game (RTS), 9. ????? (Other)",2,0,0,1,0,0,1,0,0,1,1,1,1,PvE,Role / Progression,1,1,0,0,1,1,1,1,0,1,2,2,2,4,4,2,3,2,4,3.57,7,High,25,Medium,,,
7/15/2024 12:29:51,??? (Yes),???? (Yes),Male,3,1. First-Person Shooter Game (FPS),4,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,1,0,0,0,1,1,0,0,0,1,4,3,3,3,3,3,3,3,3,2.14,4,Medium,28,Medium,,,
7/15/2024 12:30:39,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle, 9. ????? (Other)",4,1,1,1,1,1,0,1,1,1,1,1,1,FPS,Competitive Action,0,0,1,0,1,1,0,0,0,1,4,4,3,4,3,4,4,4,3,3.33,4,Medium,33,Medium,,,
7/15/2024 12:31:47,??? (Yes),???? (Yes),LGBTQ+,1,9. ????? (Other),4,0,0,0,0,0,0,0,0,1,0,0,1,Other,Causal / Chance,1,0,1,0,1,1,1,0,0,1,4,4,3,4,2,4,4,3,2,3.30,6,Medium,30,Medium,,,
7/15/2024 12:32:43,??? (Yes),???? (Yes),Male,4,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games",5,1,0,1,1,0,0,1,0,0,1,1,0,FPS,Competitive Action,1,0,0,0,1,0,0,1,0,1,5,4,3,5,3,4,4,4,3,3.78,4,Medium,35,High,,,
7/15/2024 12:33:20,??? (Yes),???? (Yes),Female,1,"7. Massively Multiplayer Online (MMO) Games, 9. ????? (Other)",2,0,0,0,0,0,0,1,0,1,0,1,1,MMO,Role / Progression,1,0,0,0,1,1,1,0,0,0,5,5,4,3,4,4,4,5,4,3.20,4,Medium,38,High,,,
7/15/2024 12:33:39,??? (Yes),???? (Yes),Male,1,"1. First-Person Shooter Game (FPS), 3. Player versus Environment (PvE), 7. Massively Multiplayer Online (MMO) Games",4,1,0,1,0,0,0,1,0,0,1,1,0,FPS,Competitive Action,0,0,0,0,1,1,0,0,0,0,5,5,5,4,5,4,4,5,4,3.49,2,Low,41,High,,,
7/15/2024 12:34:37,??? (Yes),???? (Yes),Female,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 8. Puzzle",3,0,0,0,1,0,0,0,1,0,1,0,1,MOBA,Competitive Action,1,0,0,0,1,1,0,1,0,0,5,4,4,3,4,5,4,5,4,3.90,4,Medium,38,High,,,
7/15/2024 12:35:18,??? (Yes),???? (Yes),LGBTQ+,1,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games",2,0,0,0,1,1,0,0,0,0,1,0,0,MOBA,Competitive Action,0,0,0,0,0,1,1,0,0,0,5,5,5,5,5,5,5,5,5,3.81,2,Low,45,High,,,
7/15/2024 12:35:19,??? (Yes),???? (Yes),LGBTQ+,4,"3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,0,0,1,1,0,0,1,1,0,1,1,1,PvE,Role / Progression,0,0,0,0,1,0,1,0,0,1,5,3,4,5,4,2,4,4,4,3.07,3,Low,35,High,,,
7/15/2024 12:35:23,??? (Yes),???? (Yes),LGBTQ+,2,"4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 9. ????? (Other)",4,0,0,0,1,1,0,0,0,1,1,0,1,MOBA,Competitive Action,0,0,1,1,1,1,1,0,1,1,5,5,5,5,4,4,4,4,3,2.47,7,High,39,High,,,
7/15/2024 12:35:46,??? (Yes),???? (Yes),Male,2,"3. Player versus Environment (PvE), 9. ????? (Other)",4,0,0,1,0,0,0,0,0,1,0,1,1,PvE,Role / Progression,1,0,0,0,1,1,1,0,0,1,3,3,2,4,3,2,3,5,3,3.38,5,Medium,28,Medium,,,
7/15/2024 12:37:03,??? (Yes),???? (Yes),Male,1,1. First-Person Shooter Game (FPS),2,1,0,0,0,0,0,0,0,0,1,0,0,FPS,Competitive Action,0,0,1,0,0,1,1,0,0,0,4,5,4,4,4,4,4,5,4,3.89,3,Low,38,High,,,
7/15/2024 12:37:09,??? (Yes),???? (Yes),Male,2,"1. First-Person Shooter Game (FPS), 2. Online Casino Games, 3. Player versus Environment (PvE), 4. Multiplayer Online Battle Arena (MOBA) Games, 5. Battle Royale Games, 6. Real-time Shooter Game (RTS), 7. Massively Multiplayer Online (MMO) Games, 8. Puzzle",4,1,1,1,1,1,1,1,1,0,1,1,1,FPS,Competitive Action,1,0,0,0,1,1,0,0,0,1,4,5,3,4,3,5,5,5,2,2.81,4,Medium,36,High,,,
